reactor_type2,1201.732915418397,1
desuperheater,1211.4394548493308,35
pump_vertical_wet_pit,1381.1316361609247,2
seperator_fourth_stage,1405.5920460788045,1
generator_air_preheater,1487.2142659645701,2
tank_vessel,1575.094385456589,30
incinerator,1645.659138460939,1
reactor_type1,1680.2193309208176,1
box_equipment_double_chain,1686.2751448580589,10
separator_cyclone_type,1729.4830130424243,2
vessel_with_dished_roof_and_conical_bottom,1848.5996087001167,6
stand_pipe_catalyst_type1,1861.5877903591522,4
reactor_type3,1865.3291934669332,1
special_valve_equipment,1981.8299624337099,1
vertical_drum,2138.426165081454,34
tank_flat_roof,2159.2723311338013,1
separator_scrubber_venturi_type,2215.2410704029485,1
horizontal_drum,2393.511449207032,23
conveyor_belt_type,2510.507916737169,2
chloride_treater,2744.583117865051,4
regenerator_type3,2762.4038153868823,2
regenerator_type4,2773.5064449176966,2
debutanizer,2974.051900556951,3
compressor_reciprocating_type_4b,2999.2967509067853,1
deethanizer,3148.496148957467,2
regenerator_type7,3185.0282030816816,2
boiler_heater,3219.259078257666,3
regenerator_cyclone_type_first,3525.3498395133174,2
regenerator_type2,3792.0559067608697,1
sump_vendor,3902.086621283541,1
compressor_reciprocating_type_4a,4362.0217789460885,2
cooler_catalyst_type2,4547.6716020398835,2
regenerator_cyclone_type_second,4655.85319785751,1
regenerator_type6,4911.603098785568,1
farctionator_top,4985.766942006014,1
farctionator_bottom,5113.713425681967,1
sump_drum,5128.919671821737,2
cooler_catalyst_pipe_type1,5133.683375511193,2
compressor_reciprocating_type_2a,5454.472018445048,1
withdrawal_well_type2,5514.160679559493,1
stand_pipe_catalyst_type3,5519.9543476373065,1
farctionator_middle,5665.605881103979,1
withdrawal_well_type3,5763.896251668658,1
cooler_catalyst_pipe_type2,5784.5286757003805,2
stand_pipe_catalyst_type2,5895.721160299222,1
regenerator_type8,6231.159924123277,1
stand_pipe_catalyst_type4,6242.260007401165,1
regenerator_type5,6354.749562335246,1
regenerator_type1,6415.02338265419,1
disengager_stripper,6444.088491507,2
withdrawal_well_type1,6583.683847208947,1
stand_pipe_catalyst_type5,6846.713080011459,1
lift_catalyst_type1,7451.045094481713,2
lift_catalyst_type2,7759.547667229063,2
